subject,activity,Variable,Average
1,WALKING,fbodyacc_skewness_z,-0.18200840246397695
1,WALKING,fbodyacc_sma,-0.4453915572534582
1,WALKING,fbodyacc_std_x,-0.5530606166634006
1,WALKING,fbodyacc_std_y,-0.39015093964706055
1,WALKING,fbodyacc_std_z,-0.49858309167608067
1,WALKING,fbodyaccjerk_bandsenergy_1_16...391,-0.8658654367723343
1,WALKING,fbodyaccjerk_bandsenergy_1_16...405,-0.743403497665706
1,WALKING,fbodyaccjerk_bandsenergy_1_16...419,-0.9124656332564841
1,WALKING,fbodyaccjerk_bandsenergy_1_24...395,-0.7925828021902017
1,WALKING,fbodyaccjerk_bandsenergy_1_24...409,-0.7201098731844381
1,WALKING,fbodyaccjerk_bandsenergy_1_24...423,-0.8975800759365994
1,WALKING,fbodyaccjerk_bandsenergy_1_8...383,-0.8694091775504322
1,WALKING,fbodyaccjerk_bandsenergy_1_8...397,-0.8060988817291066
1,WALKING,fbodyaccjerk_bandsenergy_1_8...411,-0.919466206945245
1,WALKING,fbodyaccjerk_bandsenergy_17_24...385,-0.7395438557982709
1,WALKING,fbodyaccjerk_bandsenergy_17_24...399,-0.7882281434927954
1,WALKING,fbodyaccjerk_bandsenergy_17_24...413,-0.9071196867435158
1,WALKING,fbodyaccjerk_bandsenergy_17_32...392,-0.7180181865345822
1,WALKING,fbodyaccjerk_bandsenergy_17_32...406,-0.7925231594351585
1,WALKING,fbodyaccjerk_bandsenergy_17_32...420,-0.9271395955043228
1,WALKING,fbodyaccjerk_bandsenergy_25_32...386,-0.8287853916080692
1,WALKING,fbodyaccjerk_bandsenergy_25_32...400,-0.8876849585590778
1,WALKING,fbodyaccjerk_bandsenergy_25_32...414,-0.9480080019020173
1,WALKING,fbodyaccjerk_bandsenergy_25_48...396,-0.8035088466051873
1,WALKING,fbodyaccjerk_bandsenergy_25_48...410,-0.866710295129683
1,WALKING,fbodyaccjerk_bandsenergy_25_48...424,-0.9502224924495677
1,WALKING,fbodyaccjerk_bandsenergy_33_40...387,-0.9151965634870317
1,WALKING,fbodyaccjerk_bandsenergy_33_40...401,-0.8834494967146974
1,WALKING,fbodyaccjerk_bandsenergy_33_40...415,-0.9673655395965418
1,WALKING,fbodyaccjerk_bandsenergy_33_48...393,-0.8956849298847263
1,WALKING,fbodyaccjerk_bandsenergy_33_48...407,-0.8372006404899135
1,WALKING,fbodyaccjerk_bandsenergy_33_48...421,-0.9535799407492795
1,WALKING,fbodyaccjerk_bandsenergy_41_48...388,-0.8849056515446686
1,WALKING,fbodyaccjerk_bandsenergy_41_48...402,-0.8407070042074928
1,WALKING,fbodyaccjerk_bandsenergy_41_48...416,-0.9289633590201729
1,WALKING,fbodyaccjerk_bandsenergy_49_56...389,-0.9267794341498559
1,WALKING,fbodyaccjerk_bandsenergy_49_56...403,-0.8886256078674352
1,WALKING,fbodyaccjerk_bandsenergy_49_56...417,-0.9131445067146974
1,WALKING,fbodyaccjerk_bandsenergy_49_64...394,-0.9249042765994236
1,WALKING,fbodyaccjerk_bandsenergy_49_64...408,-0.8983510170893372
1,WALKING,fbodyaccjerk_bandsenergy_49_64...422,-0.9137311529682997
1,WALKING,fbodyaccjerk_bandsenergy_57_64...390,-0.9837413909221902
1,WALKING,fbodyaccjerk_bandsenergy_57_64...404,-0.9656875076945245
1,WALKING,fbodyaccjerk_bandsenergy_57_64...418,-0.9663391821642652
1,WALKING,fbodyaccjerk_bandsenergy_9_16...384,-0.8817762896541786
1,WALKING,fbodyaccjerk_bandsenergy_9_16...398,-0.7673948903112392
1,WALKING,fbodyaccjerk_bandsenergy_9_16...412,-0.9310781963112392
1,WALKING,fbodyaccjerk_energy_x,-0.7957271478962537
1,WALKING,fbodyaccjerk_energy_y,-0.7491353293083574
1,WALKING,fbodyaccjerk_energy_z,-0.9239806861095101
1,WALKING,fbodyaccjerk_entropy_x,-0.06915241729106629
1,WALKING,fbodyaccjerk_entropy_y,-0.07218269767435158
1,WALKING,fbodyaccjerk_entropy_z,-0.22795738917420894
1,WALKING,fbodyaccjerk_iqr_x,-0.5035434981598271
1,WALKING,fbodyaccjerk_iqr_y,-0.6281215612881844
1,WALKING,fbodyaccjerk_iqr_z,-0.7286362378731989
1,WALKING,fbodyaccjerk_kurtosis_x,-0.7347055630374639
1,WALKING,fbodyaccjerk_kurtosis_y,-0.7870699535417868
1,WALKING,fbodyaccjerk_kurtosis_z,-0.8048082486887608
1,WALKING,fbodyaccjerk_mad_x,-0.4541850064293948
1,WALKING,fbodyaccjerk_mad_y,-0.49238484959008444
1,WALKING,fbodyaccjerk_mad_z,-0.7184319542910663
1,WALKING,fbodyaccjerk_max_x,-0.6344966629380403
1,WALKING,fbodyaccjerk_max_y,-0.5423410920897407
1,WALKING,fbodyaccjerk_max_z,-0.7623417094236311
1,WALKING,fbodyaccjerk_maxinds_x,-0.3362536023054755
1,WALKING,fbodyaccjerk_maxinds_y,-0.40795389048991354
1,WALKING,fbodyaccjerk_maxinds_z,-0.30063400576368876
1,WALKING,fbodyaccjerk_mean_x,-0.5473488924357637
1,WALKING,fbodyaccjerk_mean_y,-0.5073436179698588
1,WALKING,fbodyaccjerk_mean_z,-0.695305113832853
1,WALKING,fbodyaccjerk_meanfreq_x,-0.04880059658847262
1,WALKING,fbodyaccjerk_meanfreq_y,-0.21527915818414986
1,WALKING,fbodyaccjerk_meanfreq_z,-0.09644963769971182
1,WALKING,fbodyaccjerk_min_x,-0.8606925904034582
1,WALKING,fbodyaccjerk_min_y,-0.8324111039164265
1,WALKING,fbodyaccjerk_min_z,-0.8664182544092219
1,WALKING,fbodyaccjerk_skewness_x,-0.3260305877831412
1,WALKING,fbodyaccjerk_skewness_y,-0.35407126228414987
1,WALKING,fbodyaccjerk_skewness_z,-0.4610625211729107
1,WALKING,fbodyaccjerk_sma,-0.5102585180726225
1,WALKING,fbodyaccjerk_std_x,-0.5439797761278674
1,WALKING,fbodyaccjerk_std_y,-0.46625167653337174
1,WALKING,fbodyaccjerk_std_z,-0.7378619326801152
1,WALKING,fbodyaccmag_energy,-0.7899637487319885
1,WALKING,fbodyaccmag_entropy,-0.042213460827089336
1,WALKING,fbodyaccmag_iqr,-0.627701459778098
1,WALKING,fbodyaccmag_kurtosis,-0.688715625787608
1,WALKING,fbodyaccmag_mad,-0.5103126101769453
1,WALKING,fbodyaccmag_max,-0.7116533846331412
1,WALKING,fbodyaccmag_maxinds,-0.7382490310403458
1,WALKING,fbodyaccmag_mean,-0.47844852335417865
1,WALKING,fbodyaccmag_meanfreq,0.14206216250613832
1,WALKING,fbodyaccmag_min,-0.84658397989049
1,WALKING,fbodyaccmag_skewness,-0.4198524607487032
1,WALKING,fbodyaccmag_sma,-0.47844852335417865
1,WALKING,fbodyaccmag_std,-0.5897102312178675
1,WALKING,fbodybodyaccjerkmag_energy,-0.7859894559654179
1,WALKING,fbodybodyaccjerkmag_entropy,-0.16689692301440923
1,WALKING,fbodybodyaccjerkmag_iqr,-0.5757361454726225
1,WALKING,fbodybodyaccjerkmag_kurtosis,-0.6378821031178674
1,WALKING,fbodybodyaccjerkmag_mad,-0.49871460953948127
1,WALKING,fbodybodyaccjerkmag_max,-0.6113925766712391
1,WALKING,fbodybodyaccjerkmag_maxinds,-0.8708201799942363
1,WALKING,fbodybodyaccjerkmag_mean,-0.4990757656240922
1,WALKING,fbodybodyaccjerkmag_meanfreq,0.2000551795278386
1,WALKING,fbodybodyaccjerkmag_min,-0.7276205140942363
1,WALKING,fbodybodyaccjerkmag_skewness,-0.31988897192596544
1,WALKING,fbodybodyaccjerkmag_sma,-0.4990757656240922
1,WALKING,fbodybodyaccjerkmag_std,-0.5418230795700288
1,WALKING,fbodybodygyrojerkmag_energy,-0.8886472077233429
1,WALKING,fbodybodygyrojerkmag_entropy,-0.08802703619596541
1,WALKING,fbodybodygyrojerkmag_iqr,-0.6348121346974064
1,WALKING,fbodybodygyrojerkmag_kurtosis,-0.656185264925072
1,WALKING,fbodybodygyrojerkmag_mad,-0.6496823110605188
1,WALKING,fbodybodygyrojerkmag_max,-0.7145907494553314
1,WALKING,fbodybodygyrojerkmag_maxinds,-0.8855496071729106
1,WALKING,fbodybodygyrojerkmag_mean,-0.6459706552988472
1,WALKING,fbodybodygyrojerkmag_meanfreq,0.19803158005645533
1,WALKING,fbodybodygyrojerkmag_min,-0.7830306712997118
1,WALKING,fbodybodygyrojerkmag_skewness,-0.3469155600542651
1,WALKING,fbodybodygyrojerkmag_sma,-0.6459706552988472
1,WALKING,fbodybodygyrojerkmag_std,-0.6858112626340057
1,WALKING,fbodybodygyromag_energy,-0.7949112154005764
1,WALKING,fbodybodygyromag_entropy,0.07822563215850144
1,WALKING,fbodybodygyromag_iqr,-0.5851779802614265
1,WALKING,fbodybodygyromag_kurtosis,-0.5063233192769453
1,WALKING,fbodybodygyromag_mad,-0.5429780606827089
1,WALKING,fbodybodygyromag_max,-0.5934399085850144
1,WALKING,fbodybodygyromag_maxinds,-0.8743811428530259
1,WALKING,fbodybodygyromag_mean,-0.5350027703377521
1,WALKING,fbodybodygyromag_meanfreq,0.06493094381602306
1,WALKING,fbodybodygyromag_min,-0.8010086185792508
1,WALKING,fbodybodygyromag_skewness,-0.20584825499740633
1,WALKING,fbodybodygyromag_sma,-0.5350027703377521
1,WALKING,fbodybodygyromag_std,-0.5665766703976945
1,WALKING,fbodygyro_bandsenergy_1_16...470,-0.9198520023631124
1,WALKING,fbodygyro_bandsenergy_1_16...484,-0.7538159644380403
1,WALKING,fbodygyro_bandsenergy_1_16...498,-0.8769251175504322
1,WALKING,fbodygyro_bandsenergy_1_24...474,-0.9148628455331412
1,WALKING,fbodygyro_bandsenergy_1_24...488,-0.7297678781268011
1,WALKING,fbodygyro_bandsenergy_1_24...502,-0.8669441578962536
1,WALKING,fbodygyro_bandsenergy_1_8...462,-0.9457286079538905
1,WALKING,fbodygyro_bandsenergy_1_8...476,-0.6734545451873198
1,WALKING,fbodygyro_bandsenergy_1_8...490,-0.9008400652161384
1,WALKING,fbodygyro_bandsenergy_17_24...464,-0.8834061756772335
1,WALKING,fbodygyro_bandsenergy_17_24...478,-0.9132694328242075
1,WALKING,fbodygyro_bandsenergy_17_24...492,-0.9213974883861672
1,WALKING,fbodygyro_bandsenergy_17_32...471,-0.8940387396829971
1,WALKING,fbodygyro_bandsenergy_17_32...485,-0.8940164729394813
1,WALKING,fbodygyro_bandsenergy_17_32...499,-0.9047365553602306
1,WALKING,fbodygyro_bandsenergy_25_32...465,-0.970142079740634
1,WALKING,fbodygyro_bandsenergy_25_32...479,-0.9179265255619596
1,WALKING,fbodygyro_bandsenergy_25_32...493,-0.958040033573487
1,WALKING,fbodygyro_bandsenergy_25_48...475,-0.9649235386455332
1,WALKING,fbodygyro_bandsenergy_25_48...489,-0.9169343170028819
1,WALKING,fbodygyro_bandsenergy_25_48...503,-0.9567846944092219
1,WALKING,fbodygyro_bandsenergy_33_40...466,-0.9607882027665706
1,WALKING,fbodygyro_bandsenergy_33_40...480,-0.9443194296253602
1,WALKING,fbodygyro_bandsenergy_33_40...494,-0.9564822337463977
1,WALKING,fbodygyro_bandsenergy_33_48...472,-0.953190533832853
1,WALKING,fbodygyro_bandsenergy_33_48...486,-0.9350548417579251
1,WALKING,fbodygyro_bandsenergy_33_48...500,-0.9539881598847262
1,WALKING,fbodygyro_bandsenergy_41_48...467,-0.951810481037464
1,WALKING,fbodygyro_bandsenergy_41_48...481,-0.9019767978674351
1,WALKING,fbodygyro_bandsenergy_41_48...495,-0.947778306628242
1,WALKING,fbodygyro_bandsenergy_49_56...468,-0.9606338482420749
1,WALKING,fbodygyro_bandsenergy_49_56...482,-0.8973179352017291
1,WALKING,fbodygyro_bandsenergy_49_56...496,-0.9449270793659942
1,WALKING,fbodygyro_bandsenergy_49_64...473,-0.9655801783573487
1,WALKING,fbodygyro_bandsenergy_49_64...487,-0.9054683564841498
1,WALKING,fbodygyro_bandsenergy_49_64...501,-0.9556313564841499
1,WALKING,fbodygyro_bandsenergy_57_64...469,-0.971812364149856
1,WALKING,fbodygyro_bandsenergy_57_64...483,-0.9483761113544669
1,WALKING,fbodygyro_bandsenergy_57_64...497,-0.9695473604322766
1,WALKING,fbodygyro_bandsenergy_9_16...463,-0.8010415104610951
1,WALKING,fbodygyro_bandsenergy_9_16...477,-0.9595449638040345
1,WALKING,fbodygyro_bandsenergy_9_16...491,-0.9142121731988473
1,WALKING,fbodygyro_energy_x,-0.9138118295965418
1,WALKING,fbodygyro_energy_y,-0.742539206628242
1,WALKING,fbodygyro_energy_z,-0.8625945373487032
1,WALKING,fbodygyro_entropy_x,-0.008774066149855906
1,WALKING,fbodygyro_entropy_y,0.08681982437752161
1,WALKING,fbodygyro_entropy_z,0.00669242187896253
1,WALKING,fbodygyro_iqr_x,-0.6437246517314409
1,WALKING,fbodygyro_iqr_y,-0.5890420164910662
1,WALKING,fbodygyro_iqr_z,-0.6036306840153026
1,WALKING,fbodygyro_kurtosis_x,-0.5143548560786744
1,WALKING,fbodygyro_kurtosis_y,-0.4553507421276657
1,WALKING,fbodygyro_kurtosis_z,-0.5818646949242074
1,WALKING,fbodygyro_mad_x,-0.6391352291556196
1,WALKING,fbodygyro_mad_y,-0.5250382159273775
1,WALKING,fbodygyro_mad_z,-0.5652585923268012
1,WALKING,fbodygyro_max_x,-0.7101444313974064
1,WALKING,fbodygyro_max_y,-0.5021273880674352
1,WALKING,fbodygyro_max_z,-0.7548504278674352
1,WALKING,fbodygyro_maxinds_x,-0.7506243992074928
1,WALKING,fbodygyro_maxinds_y,-0.8663196057118155
1,WALKING,fbodygyro_maxinds_z,-0.814369472556196
1,WALKING,fbodygyro_mean_x,-0.6232191823115274
1,WALKING,fbodygyro_mean_y,-0.5053094340700288
1,WALKING,fbodygyro_mean_z,-0.5535290654256484
1,WALKING,fbodygyro_meanfreq_x,-0.03203241027590778
1,WALKING,fbodygyro_meanfreq_y,-0.09015172359740634
1,WALKING,fbodygyro_meanfreq_z,-0.018006394347233428
1,WALKING,fbodygyro_min_x,-0.9208104954178674
1,WALKING,fbodygyro_min_y,-0.8343355727752161
1,WALKING,fbodygyro_min_z,-0.8832442978674352
1,WALKING,fbodygyro_skewness_x,-0.20613949790720462
1,WALKING,fbodygyro_skewness_y,-0.11596684340605187
1,WALKING,fbodygyro_skewness_z,-0.25870197963463976
1,WALKING,fbodygyro_sma,-0.528333577495389
1,WALKING,fbodygyro_std_x,-0.7082634208616715
1,WALKING,fbodygyro_std_y,-0.42982583264870317
1,WALKING,fbodygyro_std_z,-0.6504761621325649
1,WALKING,from,NA
1,WALKING,tbodyacc_arcoeff_x_1,-0.155288480178098
1,WALKING,tbodyacc_arcoeff_x_2,0.1847605499451873
1,WALKING,tbodyacc_arcoeff_x_3,-0.10298750044631123
1,WALKING,tbodyacc_arcoeff_x_4,0.1143082117204611
1,WALKING,tbodyacc_arcoeff_y_1,-0.036453295987896255
1,WALKING,tbodyacc_arcoeff_y_2,0.050794307520115274
1,WALKING,tbodyacc_arcoeff_y_3,0.14496217705619596
1,WALKING,tbodyacc_arcoeff_y_4,-0.019887292484149856
1,WALKING,tbodyacc_arcoeff_z_1,0.015159402087463976
1,WALKING,tbodyacc_arcoeff_z_2,0.05220416289357349
1,WALKING,tbodyacc_arcoeff_z_3,0.021503545715072046
1,WALKING,tbodyacc_arcoeff_z_4,-0.13298287443224785
1,WALKING,tbodyacc_correlation_x_y,-0.203503298779781
1,WALKING,tbodyacc_correlation_x_z,-0.14066332058172912
1,WALKING,tbodyacc_correlation_y_z,0.19615104106051873
1,WALKING,tbodyacc_energy_x,-0.8178332755043227
1,WALKING,tbodyacc_energy_y,-0.8685828882634006
1,WALKING,tbodyacc_energy_z,-0.8100841070605187
1,WALKING,tbodyacc_entropy_x,-0.036502156068299714
1,WALKING,tbodyacc_entropy_y,0.011997829746397695
1,WALKING,tbodyacc_entropy_z,-0.18398405585838618
1,WALKING,tbodyacc_iqr_x,-0.6444568555850144
1,WALKING,tbodyacc_iqr_y,-0.5689673563732277
1,WALKING,tbodyacc_iqr_z,-0.48294620278962536
1,WALKING,tbodyacc_mad_x,-0.5801628943757925
1,WALKING,tbodyacc_mad_y,-0.39122816156412105
1,WALKING,tbodyacc_mad_z,-0.4880746522576369
1,WALKING,tbodyacc_max_x,-0.39732624422927953
1,WALKING,tbodyacc_max_y,-0.27241723457412104
1,WALKING,tbodyacc_max_z,-0.4710255101809222
1,WALKING,tbodyacc_mean_x,0.26569692058213257
1,WALKING,tbodyacc_mean_y,-0.01829817251760807
1,WALKING,tbodyacc_mean_z,-0.10784573454610952
1,WALKING,tbodyacc_min_x,0.41918941452334296
1,WALKING,tbodyacc_min_y,0.29138759824351584
1,WALKING,tbodyacc_min_z,0.5786998334524496
1,WALKING,tbodyacc_sma,-0.4478628243697406
1,WALKING,tbodyacc_std_x,-0.5457953313283257
1,WALKING,tbodyacc_std_y,-0.36771621822737754
1,WALKING,tbodyacc_std_z,-0.5026457465628242
1,WALKING,tbodyaccjerk_arcoeff_x_1,-0.13274006736541788
1,WALKING,tbodyaccjerk_arcoeff_x_2,0.2265473445037464
1,WALKING,tbodyaccjerk_arcoeff_x_3,0.12959789124380403
1,WALKING,tbodyaccjerk_arcoeff_x_4,0.027820728318242074
1,WALKING,tbodyaccjerk_arcoeff_y_1,-0.08707008415907781
1,WALKING,tbodyaccjerk_arcoeff_y_2,0.1078667682657925
1,WALKING,tbodyaccjerk_arcoeff_y_3,0.1631972363331412
1,WALKING,tbodyaccjerk_arcoeff_y_4,0.34459028490432275
1,WALKING,tbodyaccjerk_arcoeff_z_1,0.005668102501729106
1,WALKING,tbodyaccjerk_arcoeff_z_2,0.10906407029302594
1,WALKING,tbodyaccjerk_arcoeff_z_3,0.07655971030634005
1,WALKING,tbodyaccjerk_arcoeff_z_4,0.049736492816714696
1,WALKING,tbodyaccjerk_correlation_x_y,-0.18141161056685878
1,WALKING,tbodyaccjerk_correlation_x_z,-0.10898003170749279
1,WALKING,tbodyaccjerk_correlation_y_z,0.20892059858962536
1,WALKING,tbodyaccjerk_energy_x,-0.79597734129683
1,WALKING,tbodyaccjerk_energy_y,-0.7490147974927954
1,WALKING,tbodyaccjerk_energy_z,-0.9239460078674352
1,WALKING,tbodyaccjerk_entropy_x,0.05012651522190202
1,WALKING,tbodyaccjerk_entropy_y,0.036849427793371754
1,WALKING,tbodyaccjerk_entropy_z,-0.014081822960662826
1,WALKING,tbodyaccjerk_iqr_x,-0.49632367008757927
1,WALKING,tbodyaccjerk_iqr_y,-0.5572684868487031
1,WALKING,tbodyaccjerk_iqr_z,-0.6963034929971181
1,WALKING,tbodyaccjerk_mad_x,-0.5183815978023055
1,WALKING,tbodyaccjerk_mad_y,-0.4579737004342075
1,WALKING,tbodyaccjerk_mad_z,-0.6995520460806917
1,WALKING,tbodyaccjerk_max_x,-0.6205888640778098
1,WALKING,tbodyaccjerk_max_y,-0.6595883458559078
1,WALKING,tbodyaccjerk_max_z,-0.7993869168011527
1,WALKING,tbodyaccjerk_mean_x,0.07709304951268012
1,WALKING,tbodyaccjerk_mean_y,0.01659084388023055
1,WALKING,tbodyaccjerk_mean_z,-0.00910758730117003
1,WALKING,tbodyaccjerk_min_x,0.45229857908414983
1,WALKING,tbodyaccjerk_min_y,0.5594175891504323
1,WALKING,tbodyaccjerk_min_z,0.6936745338904899
1,WALKING,tbodyaccjerk_sma,-0.5381699126720461
1,WALKING,tbodyaccjerk_std_x,-0.524721922818732
1,WALKING,tbodyaccjerk_std_y,-0.4704124035112392
1,WALKING,tbodyaccjerk_std_z,-0.7173222748818444
1,WALKING,tbodyaccjerkmag_arcoeff1,0.12472506902997119
1,WALKING,tbodyaccjerkmag_arcoeff2,-0.08780225710662824
1,WALKING,tbodyaccjerkmag_arcoeff3,-0.14103595711414985
1,WALKING,tbodyaccjerkmag_arcoeff4,0.035925098240259364
1,WALKING,tbodyaccjerkmag_energy,-0.8009182945244957
1,WALKING,tbodyaccjerkmag_entropy,0.08420133280403458
1,WALKING,tbodyaccjerkmag_iqr,-0.6146758674219021
1,WALKING,tbodyaccjerkmag_mad,-0.5433853700181556
1,WALKING,tbodyaccjerkmag_max,-0.5254821606657061
1,WALKING,tbodyaccjerkmag_mean,-0.5454316120665706
1,WALKING,tbodyaccjerkmag_min,-0.7196630176080692
1,WALKING,tbodyaccjerkmag_sma,-0.5454316120665706
1,WALKING,tbodyaccjerkmag_std,-0.5159221675551585
1,WALKING,tbodyaccmag_arcoeff1,0.010748095595100864
1,WALKING,tbodyaccmag_arcoeff2,-0.04455683875244957
1,WALKING,tbodyaccmag_arcoeff3,0.0854444841365706
1,WALKING,tbodyaccmag_arcoeff4,-0.049191815383573485
1,WALKING,tbodyaccmag_energy,-0.7413946437463977
1,WALKING,tbodyaccmag_entropy,0.24977137356772336
1,WALKING,tbodyaccmag_iqr,-0.6031533530979827
1,WALKING,tbodyaccmag_mad,-0.5478725506858789
1,WALKING,tbodyaccmag_max,-0.48205228530662825
1,WALKING,tbodyaccmag_mean,-0.45363294376881846
1,WALKING,tbodyaccmag_min,-0.8336744199423631
1,WALKING,tbodyaccmag_sma,-0.45363294376881846
1,WALKING,tbodyaccmag_std,-0.49709640203832856
1,WALKING,tbodygyro_arcoeff_x_1,-0.23928795290815563
1,WALKING,tbodygyro_arcoeff_x_2,0.15102849040288185
1,WALKING,tbodygyro_arcoeff_x_3,0.2251593081751873
1,WALKING,tbodygyro_arcoeff_x_4,-0.21214777332190202
1,WALKING,tbodygyro_arcoeff_y_1,-0.1676130206763977
1,WALKING,tbodygyro_arcoeff_y_2,0.16700933165475504
1,WALKING,tbodygyro_arcoeff_y_3,-0.0766679972272046
1,WALKING,tbodygyro_arcoeff_y_4,0.11188734919674352
1,WALKING,tbodygyro_arcoeff_z_1,-0.07688739426769453
1,WALKING,tbodygyro_arcoeff_z_2,0.07282100766714697
1,WALKING,tbodygyro_arcoeff_z_3,-0.0423163119754755
1,WALKING,tbodygyro_arcoeff_z_4,0.17862460941239194
1,WALKING,tbodygyro_correlation_x_y,-0.034900849132853025
1,WALKING,tbodygyro_correlation_x_z,-0.043590570278962536
1,WALKING,tbodygyro_correlation_y_z,-0.10499394311268012
1,WALKING,tbodygyro_energy_x,-0.9020239865994236
